"FID","FNAME","FADDRESS","FCITY","FSTATE","FZIPCODE","FCOUNTY","FPHONE","FLATITUDE","FOWNERSHIP","HID","FLONGITUDE","FMODIFIED"
"50334","SALINAS VALLEY MEMORIAL HOSPITAL","450 EAST ROMIE LANE","SALINAS","CA","93901","MONTEREY","(831) 757-4333","POINT (-121.646327 36.659979)","","","",""
"50335","ADVENTIST HEALTH SONORA","1000 GREENLEY ROAD","SONORA","CA","95370","TUOLUMNE","(209) 536-5000","POINT (-120.369442 37.976728)","","","",""
"50512","KAISER FOUNDATION HOSPITAL - FREMONT","39400 PASEO PADRE PKWY","FREMONT","CA","94538","ALAMEDA","(510) 784-4000","POINT (-121.975769 37.550913)","","","",""
"50548","FAIRVIEW DEVELOPMENTAL CENTER","2501 HARBOR BOULEVARD","COSTA MESA","CA","92626","ORANGE","(714) 957-5000","POINT (-117.919267 33.664912)","","","",""
"50557","MEMORIAL MEDICAL CENTER","1700 COFFEE RD","MODESTO","CA","95355","STANISLAUS","(209) 526-4500","POINT (-120.975674 37.668701)","Voluntary non-profit - Private","","",""
"50599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 STOCKTON BOULEVARD","SACRAMENTO","CA","95817","SACRAMENTO","(916) 734-2011","POINT (-121.457535 38.554375)","","","",""
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","ROANOKE","VA","24014","ROANOKE CITY","(540) 981-7000","POINT (-79.942297 37.252046)","Voluntary non-profit - Private","","",""
"521328","MARSHFIELD MEDICAL CENTER - LADYSMITH","900 COLLEGE AVE WEST","LADYSMITH","WI","54848","RUSK","(715) 532-5561","POINT (-91.11113 45.455605)","Government - Local","","",""
"501332","TRI-STATE MEMORIAL HOSPITAL","1221 HIGHLAND AVENUE","CLARKSTON","WA","99403","ASOTIN","(509) 758-5511","POINT (-117.054507 46.403638)","Voluntary non-profit - Private","","",""
"503302","SHRINERS HOSPITAL FOR CHILDREN","911 WEST 5TH AVENUE","SPOKANE","WA","99204","SPOKANE","(509) 623-0422","POINT (-117.425957 47.651398)","Voluntary non-profit - Private","","",""
"511317","PLATEAU MEDICAL CENTER","430 MAIN STREET, WEST","OAK HILL","WV","25901","FAYETTE","(304) 469-8600","POINT (-81.14417 37.97468)","Proprietary","","",""
"670113","HUMBLE SURGICAL HOSPITAL, LLC","1475 FM 1960 BYPASS ROAD EAST","HUMBLE","TX","77338","HARRIS","(281) 964-2100","POINT (-95.252924 30.004183)","Physician","","",""
"521302","MAYO CLINIC HEALTH SYSTEM-OAKRIDGE","13025 8TH ST","OSSEO","WI","54758","TREMPEALEAU","(715) 597-3121","POINT (-91.216351 44.577911)","Voluntary non-profit - Other","","",""
"521357","MERCY WALWORTH HOSPITAL & MEDICAL CENTER","N2950 STATE ROAD 67","LAKE GENEVA","WI","53147","WALWORTH","(262) 245-0535","POINT (-88.540919 42.597823)","Voluntary non-profit - Private","","",""
"531314","NIOBRARA HEALTH & LIFE CENTER","921 SOUTH BALLANCEE AVENUE","LUSK","WY","82225","NIOBRARA","(307) 334-4000","POINT (-104.446083 42.753278)","Government - Hospital District or Authority","","",""
"491300","BATH COMMUNITY HOSPITAL","106 PARK DRIVE- PO DRAWER Z","HOT SPRINGS","VA","24445","BATH","(540) 839-7000","POINT (-79.830959 37.99389)","Voluntary non-profit - Private","","",""
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","TWO RIVERS","WI","54241","MANITOWOC","(920) 794-5000","POINT (-87.615137 44.125862)","","","",""
"363304","CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB","2801 MARTIN LUTHER KING, JR DRIVE","CLEVELAND","OH","44104","CUYAHOGA","(216) 721-6400","POINT (-81.609252 41.482776)","","","",""
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","KINGS","(718) 613-4000","POINT (-73.937154 40.677866)","","","",""
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","COLUMBUS","OH","43214","FRANKLIN","(614) 566-5000","POINT (-83.031294 40.031962)","","","",""
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","KINGS","(718) 963-7272","POINT (-73.917648 40.704699)","","","",""
"361330","HOCKING VALLEY COMMUNITY HOSPITAL","601 STATE ROUTE 664N","LOGAN","OH","43138","HOCKING","(740) 380-8227","POINT (-82.428518 39.547504)","","","",""
"370203","COMMUNITY HOSPITAL, LLC","3100 SOUTHWEST 89TH STREET","OKLAHOMA CITY","OK","73159","OKLAHOMA","(405) 602-8100","POINT (-97.570453 35.377113)","","","",""
"370201","SURGICAL HOSPITAL OF OKLAHOMA, LLC","100 SOUTHEAST 59TH STREET","OKLAHOMA CITY","OK","73129","OKLAHOMA","(405) 634-9300","POINT (-97.509316 35.406225)","","","",""
"330232","SAMARITAN HOSPITAL-ST MARY'S CAMPUS","1300 MASSACHUSETTS AVENUE","TROY","NY","12180","RENSSELAER","(518) 268-5000","POINT (-73.676415 42.743977)","","","",""
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NASSAU","(718) 470-7000","","","","",""
"360121","COMMUNITY HOSPITALS AND WELLNESS CENTERS","433 WEST HIGH STREET","BRYAN","OH","43506","WILLIAMS","(419) 636-1131","POINT (-84.556824 41.47461)","","","",""
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","(910) 343-7000","POINT (-77.924182 34.206183)","","","",""
"340166","ATRIUM HEALTH UNIVERSITY CITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","(704) 548-6000","POINT (-80.747985 35.307836)","","","",""
"351304","CHI ST ALEXIUS HEALTH TURTLE LAKE","220 5TH AVE W","TURTLE LAKE","ND","58575","MCLEAN","(701) 448-2331","POINT (-100.894442 47.517925)","","","",""
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO STREET","DURHAM","NC","27704","DURHAM","(919) 470-4000","POINT (-78.897037 36.037439)","","","",""
"321304","UNION COUNTY GENERAL HOSPITAL","300 WILSON STREET","CLAYTON","NM","88415","UNION","(575) 374-7001","POINT (-103.19326 36.455169)","Voluntary non-profit - Other","","",""
"261321","HEDRICK MEDICAL CENTER","2799 NORTH WASHINGTON STREET","CHILLICOTHE","MO","64601","LIVINGSTON","(660) 646-1480","POINT (-93.552781 39.816125)","","","",""
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","CARSON CITY","NV","89703","CARSON CITY","(775) 445-8000","POINT (-119.781729 39.201899)","","","",""
"260141","UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE","COLUMBIA","MO","65212","BOONE","(573) 882-4141","","Government - State","","",""
"320084","ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70","PORTALES","NM","88130","ROOSEVELT","(575) 359-1800","POINT (-103.368199 34.165665)","","","",""
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","ORANGE","(845) 856-5351","POINT (-74.682593 41.367766)","","","",""
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","BRONX","(718) 918-5000","POINT (-73.84721 40.857455)","","","",""
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","LIBERTY","MO","64069","CLAY","(816) 781-7200","POINT (-94.424343 39.276757)","Government - Hospital District or Authority","","",""
"260081","SSM HEALTH ST CLARE HOSPITAL - FENTON","1015 BOWLES","FENTON","MO","63026","JEFFERSON","(636) 496-2000","POINT (-90.473625 38.529043)","Voluntary non-profit - Private","","",""
"310010","PENN MEDICINE PRINCETON MEDICAL CENTER","ONE - FIVE PLAINSBORO ROAD","PLAINSBORO","NJ","8536","MIDDLESEX","(866) 460-4776","","","","",""
"330111","BERTRAND CHAFFEE HOSPITAL","224 EAST MAIN STREET","SPRINGVILLE","NY","14141","ERIE","(716) 592-2871","POINT (-78.659235 42.508484)","","","",""
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY","14895","ALLEGANY","(585) 593-1100","POINT (-77.949784 42.122878)","Voluntary non-profit - Private","","",""
"280060","CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B","7500 MERCY RD","OMAHA","NE","68124","DOUGLAS","(402) 398-6060","POINT (-96.028717 41.237904)","","","",""
"280130","CHI HEALTH LAKESIDE","16901 LAKESIDE HILLS CT","OMAHA","NE","68130","DOUGLAS","(402) 717-8167","POINT (-96.180532 41.23904)","","","",""
"281341","CHADRON COMMUNITY HOSPITAL CORP","825 CENTENNIAL DRIVE","CHADRON","NE","69337","DAWES","(308) 432-5586","POINT (-103.012866 42.822573)","","","",""
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","WAYNE","(315) 332-2022","POINT (-77.100736 43.059959)","","","",""
"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","KEENE","NH","3431","CHESHIRE","(603) 354-5400","POINT (-72.290725 42.949854)","","","",""
"310054","HACKENSACK-UMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","MONTCLAIR","NJ","7042","ESSEX","(973) 429-6000","","","","",""
"313302","WEISMAN CHILDRENS REHABILITATION HOSPITAL","92 BRICK ROAD, 3RD FLOOR","MARLTON","NJ","8053","BURLINGTON","(856) 489-4520","POINT (-74.919209 39.880588)","","","",""
"261322","EXCELSIOR SPRINGS HOSPITAL","1700 RAINBOW BOULEVARD","EXCELSIOR SPRINGS","MO","64024","CLAY","(816) 630-6081","POINT (-94.236519 39.362217)","","","",""
"281360","BOX BUTTE GENERAL HOSPITAL","P O BOX 810, 2101 BOX BUTTE AVE","ALLIANCE","NE","69301","BOX BUTTE","(308) 762-6660","","","","",""
"270014","ST PATRICK HOSPITAL","500 W BROADWAY","MISSOULA","MT","59806","MISSOULA","(406) 543-7271","POINT (-113.999891 46.873905)","Voluntary non-profit - Church","","",""
"320060","ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","ROUTE 301 NORTH B STREET","ZUNI","NM","87327","MCKINLEY","(505) 782-4431","","","","",""
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","RENO","NV","89503","WASHOE","(775) 770-3000","POINT (-119.818243 39.531619)","","","",""
"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","SCOTTSBLUFF","NE","69361","SCOTT BLUFF","(308) 635-3711","POINT (-103.665837 41.885055)","","","",""
"260214","BELTON REGIONAL MEDICAL CENTER","17065 S 71 HIGHWAY","BELTON","MO","64012","CASS","(816) 348-1236","","Voluntary non-profit - Private","","",""
"261307","PERSHING MEMORIAL HOSPITAL","130 EAST LOCKLING","BROOKFIELD","MO","64628","LINN","(660) 258-2222","POINT (-93.068297 39.775078)","Voluntary non-profit - Private","","",""
"330088","STONY BROOK EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","SUFFOLK","(631) 477-1000","POINT (-72.361459 41.110951)","","","",""
"280077","METHODIST FREMONT HEALTH","450 EAST 23RD ST","FREMONT","NE","68025","DODGE","(402) 721-1610","POINT (-96.492473 41.451464)","","","",""
"280127","LINCOLN SURGICAL HOSPITAL","1710 SOUTH 70TH ST","LINCOLN","NE","68506","LANCASTER","(402) 484-9090","POINT (-96.624974 40.794718)","","","",""
"260186","LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","OSAGE BEACH","MO","65065","CAMDEN","(573) 348-8000","POINT (-92.681085 38.118486)","Voluntary non-profit - Other","","",""
"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","NASHUA","NH","3060","HILLSBOROUGH","(603) 577-2000","POINT (-71.461229 42.756061)","","","",""
"263302","CHILDRENS MERCY HOSPITAL","2401 GILLHAM ROAD","KANSAS CITY","MO","64108","JACKSON","(816) 234-3000","POINT (-94.578611 39.08275)","","","",""
"281339","MEMORIAL HEALTH CARE SYSTEMS","300 NORTH COLUMBIA AVE","SEWARD","NE","68434","SEWARD","(402) 643-2971","POINT (-97.091916 40.909217)","","","",""
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","RICHMOND","(418) 226-9761","POINT (-74.087013 40.584082)","","","",""
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NEW YORK","(212) 241-7981","","","","",""
"300023","EXETER HOSPITAL INC","5 ALUMNI DRIVE","EXETER","NH","3833","ROCKINGHAM","(603) 778-7311","POINT (-70.934319 42.983066)","","","",""
"290058","DIGNITY HEALTH ST ROSE DOMINICAN N L V  CAMPUS","1550 W CRAIG RANCH","NORTH LAS VEGAS","NV","89031","CLARK","(702) 777-3615","","","","",""
"261335","MERCY ST FRANCIS HOSPITAL","100 WEST HIGHWAY 60, PO BOX 82","MOUNTAIN VIEW","MO","65548","HOWELL","(417) 934-7000","","","","",""
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","2669 NORTH SCENIC DRIVE","ALAMOGORDO","NM","88310","OTERO","(575) 443-6100","POINT (-105.933917 32.926862)","","","",""
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","CHEMUNG","(607) 737-4100","POINT (-76.826668 42.099256)","","","",""
"281303","NIOBRARA VALLEY HOSPITAL","P O BOX 118, 401 SOUTH 5TH STREET","LYNCH","NE","68746","BOYD","(402) 569-2451","","","","",""
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY","NM","88061","GRANT","(575) 538-4100","POINT (-108.260908 32.795524)","","","",""
"271313","PIONEER MEDICAL CENTER","301 W 7TH AVE","BIG TIMBER","MT","59011","SWEET GRASS","(406) 932-4603","POINT (-109.952427 45.82848)","","","",""
"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","RIDGEWOOD","NJ","7450","BERGEN","(201) 447-8000","POINT (-74.101761 40.983204)","","","",""
"271321","WHEATLAND MEMORIAL HOSPITAL","530 3RD ST NW","HARLOWTON","MT","59036","WHEATLAND","(406) 632-4351","POINT (-109.840505 46.437001)","","","",""
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","BRONX","(718) 579-5000","POINT (-73.924072 40.817681)","","","",""
"261305","PUTNAM COUNTY MEMORIAL HOSPITAL","1926 OAK STREET,  PO BOX 389","UNIONVILLE","MO","63565","PUTNAM","(660) 947-2411","POINT (-93.005987 40.482025)","Government - Local","","",""
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","ROCKLAND","(845) 348-2000","POINT (-73.925253 41.095251)","","","",""
"261302","MADISON MEDICAL CENTER","611 W MAIN ST","FREDERICKTOWN","MO","63645","MADISON","(573) 781-3341","POINT (-90.302408 37.559846)","Voluntary non-profit - Other","","",""
"271322","SHERIDAN MEMORIAL HOSPTIAL","440 W LAUREL AVE","PLENTYWOOD","MT","59254","SHERIDAN","(406) 765-3700","POINT (-104.562998 48.778677)","","","",""
"261330","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","800 STE GENEVIEVE DRIVE, PO BOX 468","SAINTE GENEVIEVE","MO","63670","STE. GENEVIEVE","(573) 883-2751","POINT (-90.053968 37.968347)","","","",""
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","10101 DOUBLE R BLVD","RENO","NV","89521","WASHOE","(775) 982-7063","POINT (-119.758393 39.435894)","","","",""
"330046","MOUNT SINAI WEST","1000 TENTH AVENUE","NEW YORK","NY","10019","NEW YORK","(212) 523-4000","POINT (-73.987846 40.770129)","","","",""
"291307","MESA VIEW REGIONAL HOSPITAL","1299 BERTHA HOWE AVENUE","MESQUITE","NV","89027","CLARK","(702) 346-8040","POINT (-114.114456 36.808859)","","","",""
"260163","PARKLAND HEALTH CENTER","1101 W LIBERTY","FARMINGTON","MO","63640","ST. FRANCOIS","(573) 431-6005","POINT (-90.438195 37.780624)","Voluntary non-profit - Private","","",""
"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NEW YORK","(212) 439-2345","POINT (-73.960611 40.773964)","","","",""
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","ORANGE","(845) 343-2424","POINT (-74.369415 41.439962)","","","",""
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","GENESEE","(585) 343-6030","POINT (-78.177592 43.003997)","","","",""
"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","9300 WEST SUNSET RD","LAS VEGAS","NV","89148","CLARK","(702) 880-2100","POINT (-115.295512 36.070256)","","","",""
"271332","GLENDIVE MEDICAL CENTER","202 PROSPECT DR","GLENDIVE","MT","59330","DAWSON","(406) 345-3306","POINT (-104.704953 47.117226)","","","",""
"281352","COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 3307 BARADA ST","FALLS CITY","NE","68355","RICHARDSON","(402) 245-2428","","","","",""
"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE","LAS VEGAS","NM","87701","SAN MIGUEL","(505) 426-3930","POINT (-105.209851 35.62215)","","","",""
"271328","MARIAS MEDICAL CENTER","640 PARK AVE","SHELBY","MT","59474","TOOLE","(406) 434-3200","POINT (-111.850493 48.509604)","","","",""
"271315","P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH","456 GROS VENTRE AVE, RR 1","HARLEM","MT","59526","BLAINE","(406) 353-3100","POINT (-108.767001 48.485189)","","","",""
"261313","MACON COUNTY SAMARITAN MEMORIAL HOSPITAL","1205 NORTH MISSOURI ST","MACON","MO","63552","MACON","(660) 385-8700","POINT (-92.468031 39.747885)","Government - Local","","",""
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PLACE","NEW BRUNSWICK","NJ","8901","MIDDLESEX","(732) 937-8525","","","","",""
"310002","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE","NEWARK","NJ","7112","ESSEX","(973) 926-7850","POINT (-74.213787 40.710054)","Voluntary non-profit - Private","1050","",""
"320018","MEMORIAL MEDICAL CENTER","2450 SOUTH TELSHOR BLVD","LAS CRUCES","NM","88011","DONA ANA","(575) 522-8641","POINT (-106.735018 32.291993)","","","",""
"261309","WRIGHT MEMORIAL HOSPITAL","191 IOWA BOULEVARD","TRENTON","MO","64683","GRUNDY","(660) 359-5621","POINT (-93.579936 40.068275)","Voluntary non-profit - Private","","",""
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","RIO RANCHO","NM","87144","SANDOVAL","(505) 994-7402","POINT (-106.677003 35.307351)","","","",""
"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","SCHENECTADY","(518) 243-4000","POINT (-73.918883 42.819818)","","","",""
"261319","MERCY HOSPITAL LINCOLN","1000 EAST CHERRY STREET","TROY","MO","63379","LINCOLN","(636) 528-8551","POINT (-90.964767 38.983989)","","","",""
"281325","BROWN COUNTY HOSPITAL","945 EAST ZERO ST","AINSWORTH","NE","69210","BROWN","(402) 387-2800","POINT (-99.850045 42.544934)","","","",""
"280065","GREAT PLAINS HEALTH","601 WEST LEOTA ST","NORTH PLATTE","NE","69101","LINCOLN","(308) 696-8000","POINT (-100.770199 41.120746)","","","",""
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","ALBUQUERQUE","NM","87106","BERNALILLO","(505) 724-8386","POINT (-106.63453 35.082295)","","","",""
"291301","INCLINE VILLAGE HEALTH CENTER","880 ALDER STREET","INCLINE VILLAGE","NV","89451","WASHOE","(775) 833-4100","POINT (-119.953861 39.250945)","","","",""
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","KINGS","(718) 692-5302","POINT (-73.948321 40.613783)","","","",""
"281342","CHI HEALTH ST MARY'S","1301 GRUNDMAN BLVD","NEBRASKA CITY","NE","68410","OTOE","(402) 873-3321","POINT (-95.862109 40.658152)","","","",""
"310003","PALISADES MEDICAL CENTER","7600 RIVER RD","NORTH BERGEN","NJ","7047","HUDSON","(201) 854-5000","POINT (-73.995765 40.794166)","","","",""
"280040","METHODIST HOSPITAL","8303 DODGE ST","OMAHA","NE","68114","DOUGLAS","(402) 354-4000","POINT (-96.041771 41.259682)","","","",""
"281311","FRANKLIN COUNTY MEMORIAL HOSPITAL","1406 Q ST","FRANKLIN","NE","68939","FRANKLIN","(308) 425-6221","POINT (-98.954353 40.101552)","","","",""
"260138","ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","KANSAS CITY","MO","64111","JACKSON","(816) 932-2000","POINT (-94.59015 39.046134)","Voluntary non-profit - Private","","",""
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","LAS CRUCES","NM","88011","DONA ANA","(575) 556-7610","POINT (-106.728297 32.322639)","","","",""
"281363","COMMUNITY HOSPITAL","P O BOX 1328, 1301 EAST H ST","MCCOOK","NE","69001","RED WILLOW","(308) 344-2650","","","1430","",""
"271347","HOLY ROSARY HEALTHCARE","2600 WILSON ST","MILES CITY","MT","59301","CUSTER","(406) 233-2600","POINT (-105.827837 46.397355)","","","",""
"301308","VALLEY REGIONAL HOSPITAL","243 ELM STREET","CLAREMONT","NH","3743","SULLIVAN","(603) 542-7771","POINT (-72.342465 43.385143)","","","",""
"281312","GENOA COMMUNITY HOSPITAL","P O BOX 310, 706 EWING AVE","GENOA","NE","68640","PLATTE","(402) 993-2283","","","","",""
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","SHIPROCK","NM","87420","SAN JUAN","(505) 368-6001","","","","",""
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","SUFFOLK","(631) 548-6000","POINT (-72.674317 40.933577)","","","",""
"291309","BOULDER CITY HOSPITAL","901 ADAMS BLVD","BOULDER CITY","NV","89005","CLARK","(702) 293-4111","POINT (-114.843486 35.968359)","","","",""
"280081","CHI HEALTH IMMANUEL","6901 NORTH 72ND ST","OMAHA","NE","68122","DOUGLAS","(402) 572-2121","POINT (-96.023788 41.321839)","","","",""
"281329","AVERA ST ANTHONY'S HOSPITAL","300 NORTH 2ND ST","O' NEILL","NE","68763","HOLT","(402) 336-5131","POINT (-98.651118 42.460338)","","","",""
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","7571 STATE ROUTE 54","BATH","NY","14810","STEUBEN","(607) 776-8500","POINT (-77.278553 42.37297)","Voluntary non-profit - Other","","",""
"321307","MINERS' COLFAX MEDICAL CENTER","203 HOSPITAL DRIVE","RATON","NM","87740","COLFAX","(575) 445-3661","POINT (-104.443184 36.863548)","","","",""
"330175","GUTHRIE CORTLAND REGIONAL MEDICAL CENTER","134 HOMER AVENUE","CORTLAND","NY","13045","CORTLAND","(607) 756-3501","POINT (-76.186117 42.608997)","","","",""
"271319","RUBY VALLEY MEDICAL CENTER","321 MADISON ST","SHERIDAN","MT","59749","MADISON","(406) 842-5453","POINT (-112.191453 45.452585)","","","",""
"281305","KIMBALL HEALTH SERVICES","505 SOUTH BURG ST","KIMBALL","NE","69145","KIMBALL","(308) 235-1951","POINT (-103.667204 41.232438)","","","",""
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","CAPE GIRARDEAU","MO","63703","CAPE GIRARDEAU","(573) 331-3000","","Voluntary non-profit - Church","","",""
"280133","NEBRASKA SPINE HOSPITAL, LLC","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300","OMAHA","NE","68122","DOUGLAS","(402) 572-3000","","","","",""
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","ROSWELL","NM","88201","CHAVES","(575) 624-8722","POINT (-104.527405 33.4233)","","","",""
"261301","ELLETT MEMORIAL HOSPITAL","610 N OHIO AVE","APPLETON CITY","MO","64724","ST. CLAIR","(660) 476-2111","POINT (-94.020389 38.192787)","Government - Hospital District or Authority","","",""
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","ALBUQUERQUE","NM","87102","BERNALILLO","(505) 727-8000","POINT (-106.639765 35.085622)","","","",""
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","ESPANOLA","NM","87532","RIO ARRIBA","(505) 753-1502","POINT (-106.086683 35.997101)","","","",""
"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","3186 S MARYLAND PKWY","LAS VEGAS","NV","89109","CLARK","(702) 731-8000","POINT (-115.136883 36.134586)","","","",""
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","1925 PACIFIC AVENUE","ATLANTIC CITY","NJ","8401","ATLANTIC","(609) 441-8020","POINT (-74.433942 39.357791)","","","",""
"260104","SSM HEALTH DEPAUL HOSPITAL ST LOUIS","12303 DEPAUL DRIVE","BRIDGETON","MO","63044","ST. LOUIS","(314) 344-6000","POINT (-90.432379 38.748965)","Voluntary non-profit - Private","","",""
"271346","ROUNDUP MEMORIAL HEALTHCARE","1202 3RD ST W","ROUNDUP","MT","59072","MUSSELSHELL","(406) 323-2301","POINT (-108.546333 46.45335)","","","",""
"291303","BATTLE MOUNTAIN GENERAL HOSPITAL","535 SOUTH HUMBOLDT STREET","BATTE MTN","NV","89820","LANDER","(775) 635-2550","POINT (-116.938821 40.640652)","","","",""
"301301","COTTAGE HOSPITAL","90 SWIFTWATER RD","WOODSVILLE","NH","3785","GRAFTON","(603) 747-9000","POINT (-72.022291 44.136234)","","","",""
"261338","MERCY HOSPITAL CARTHAGE","3125 DR RUSSELL SMITH WAY","CARTHAGE","MO","64836","JASPER","(417) 358-8121","POINT (-94.320872 37.1367)","","","",""
"260216","SAINT LUKE'S EAST HOSPITAL","100 N E SAINT LUKE'S BOULEVARD","LEES SUMMIT","MO","64086","JACKSON","(816) 347-5000","POINT (-94.378443 38.940551)","Voluntary non-profit - Private","","",""
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","HAMILTON","NJ","8690","MERCER","(609) 586-7900","","","","",""
"271339","P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE","1010 SOUTH 7650 EAST, POST OFFICE BOX 9","CROW AGENCY","MT","59022","BIG HORN","(406) 638-2626","","","","",""
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 CLAYTON RD","RICHMOND HEIGHTS","MO","63117","ST. LOUIS","(314) 768-8000","POINT (-90.310138 38.633943)","Voluntary non-profit - Private","","",""
"310113","SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W","MANAHAWKIN","NJ","8050","OCEAN","(609) 597-6011","POINT (-74.287136 39.721499)","","","",""
"281320","MEMORIAL HOSPITAL","1423 SEVENTH ST","AURORA","NE","68818","HAMILTON","(402) 694-3171","POINT (-98.009531 40.871812)","","","",""
"281310","REGIONAL WEST GARDEN COUNTY HOSPITAL","1100 WEST 2ND ST","OSHKOSH","NE","69154","GARDEN","(308) 772-3283","POINT (-102.347573 41.412485)","Voluntary non-profit - Private","","",""
